On-time Graduation Rate,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Subgroup,Cohort,Graduation Count,Virginia On-Time Graduation Rate,Completer Count,Completion Rate
2023,SCH,Bedford County Public Schools,Liberty High,Male,102,92,90.2,99,97.1
2023,SCH,Bedford County Public Schools,Liberty High,Military Connected,<,<,100,<,100
2023,SCH,Bedford County Public Schools,Liberty High,Multiple Races,11,7,63.6,9,81.8
2023,SCH,Bedford County Public Schools,Liberty High,Students with Disabilities,32,31,96.9,32,100
2023,SCH,Bedford County Public Schools,Liberty High,White,163,146,89.6,156,95.7
2023,SCH,Bedford County Public Schools,Staunton River High,All Students,220,197,89.5,201,91.4
2023,SCH,Bedford County Public Schools,Staunton River High,American Indian,<,<,<,<,<
2023,SCH,Bedford County Public Schools,Staunton River High,Asian,<,<,100,<,100
2023,SCH,Bedford County Public Schools,Staunton River High,Black,14,12,85.7,12,85.7
2023,SCH,Bedford County Public Schools,Staunton River High,Economically Disadvantaged,101,83,82.2,86,85.1
2023,SCH,Bedford County Public Schools,Staunton River High,English Learners,<,<,100,<,100
2023,SCH,Bedford County Public Schools,Staunton River High,Female,104,94,90.4,95,91.3
2023,SCH,Bedford County Public Schools,Staunton River High,Hispanic,13,13,100,13,100
2023,SCH,Bedford County Public Schools,Staunton River High,Homeless,10,5,50,5,50
2023,SCH,Bedford County Public Schools,Staunton River High,Male,116,103,88.8,106,91.4
2023,SCH,Bedford County Public Schools,Staunton River High,Military Connected,<,<,<,<,<
2023,SCH,Bedford County Public Schools,Staunton River High,Multiple Races,11,11,100,11,100
2023,SCH,Bedford County Public Schools,Staunton River High,Students with Disabilities,27,20,74.1,20,74.1
2023,SCH,Bedford County Public Schools,Staunton River High,White,180,160,88.9,164,91.1
2023,SCH,Bland County Public Schools,Bland County High,All Students,48,42,87.5,42,87.5
2023,SCH,Bland County Public Schools,Bland County High,Economically Disadvantaged,28,24,85.7,24,85.7
2023,SCH,Bland County Public Schools,Bland County High,Female,25,22,88,22,88
2023,SCH,Bland County Public Schools,Bland County High,Homeless,<,<,100,<,100
2023,SCH,Bland County Public Schools,Bland County High,Male,23,20,87,20,87
2023,SCH,Bland County Public Schools,Bland County High,Multiple Races,<,<,100,<,100
2023,SCH,Bland County Public Schools,Bland County High,Students with Disabilities,10,9,90,9,90
2023,SCH,Bland County Public Schools,Bland County High,White,47,41,87.2,41,87.2
2023,SCH,Botetourt County Public Schools,James River High,All Students,111,104,93.7,104,93.7
2023,SCH,Botetourt County Public Schools,James River High,Black,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,James River High,Economically Disadvantaged,29,26,89.7,26,89.7
2023,SCH,Botetourt County Public Schools,James River High,Female,51,48,94.1,48,94.1
2023,SCH,Botetourt County Public Schools,James River High,Hispanic,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,James River High,Homeless,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,James River High,Male,60,56,93.3,56,93.3
2023,SCH,Botetourt County Public Schools,James River High,Military Connected,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,James River High,Multiple Races,<,<,<,<,<
2023,SCH,Botetourt County Public Schools,James River High,Students with Disabilities,11,10,90.9,10,90.9
2023,SCH,Botetourt County Public Schools,James River High,White,105,99,94.3,99,94.3
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,All Students,255,240,94.1,242,94.9
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Asian,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Black,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Economically Disadvantaged,75,66,88,67,89.3
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,English Learners,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Female,120,117,97.5,117,97.5
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Foster Care,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Hispanic,19,16,84.2,16,84.2
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Homeless,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Male,135,123,91.1,125,92.6
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Military Connected,<,<,100,<,100
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Multiple Races,14,14,100,14,100
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,Students with Disabilities,31,26,83.9,26,83.9
2023,SCH,Botetourt County Public Schools,Lord Botetourt High,White,211,199,94.3,201,95.3
2023,SCH,Bristol City Public Schools,Virginia High,All Students,153,137,89.5,137,89.5
2023,SCH,Bristol City Public Schools,Virginia High,Asian,<,<,100,<,100
2023,SCH,Bristol City Public Schools,Virginia High,Black,15,13,86.7,13,86.7
2023,SCH,Bristol City Public Schools,Virginia High,Economically Disadvantaged,103,90,87.4,90,87.4
2023,SCH,Bristol City Public Schools,Virginia High,English Learners,<,<,100,<,100
2023,SCH,Bristol City Public Schools,Virginia High,Female,71,63,88.7,63,88.7
2023,SCH,Bristol City Public Schools,Virginia High,Foster Care,<,<,<,<,<
2023,SCH,Bristol City Public Schools,Virginia High,Hispanic,<,<,<,<,<
2023,SCH,Bristol City Public Schools,Virginia High,Homeless,<,<,<,<,<
2023,SCH,Bristol City Public Schools,Virginia High,Male,82,74,90.2,74,90.2
2023,SCH,Bristol City Public Schools,Virginia High,Multiple Races,12,11,91.7,11,91.7
2023,SCH,Bristol City Public Schools,Virginia High,Students with Disabilities,22,20,90.9,20,90.9
2023,SCH,Bristol City Public Schools,Virginia High,White,118,106,89.8,106,89.8
2023,SCH,Brunswick County Public Schools,Brunswick High,All Students,105,92,87.6,94,89.5
2023,SCH,Brunswick County Public Schools,Brunswick High,Asian,<,<,100,<,100
2023,SCH,Brunswick County Public Schools,Brunswick High,Black,84,74,88.1,76,90.5
2023,SCH,Brunswick County Public Schools,Brunswick High,Economically Disadvantaged,74,62,83.8,64,86.5
2023,SCH,Brunswick County Public Schools,Brunswick High,English Learners,<,<,100,<,100
2023,SCH,Brunswick County Public Schools,Brunswick High,Female,48,42,87.5,42,87.5
2023,SCH,Brunswick County Public Schools,Brunswick High,Hispanic,<,<,<,<,<
2023,SCH,Brunswick County Public Schools,Brunswick High,Homeless,<,<,<,<,<
2023,SCH,Brunswick County Public Schools,Brunswick High,Male,57,50,87.7,52,91.2
2023,SCH,Brunswick County Public Schools,Brunswick High,Students with Disabilities,13,10,76.9,11,84.6
2023,SCH,Brunswick County Public Schools,Brunswick High,White,15,13,86.7,13,86.7
2023,SCH,Buchanan County Public Schools,Council High ,All Students,24,20,83.3,23,95.8
2023,SCH,Buchanan County Public Schools,Council High ,Economically Disadvantaged,13,12,92.3,12,92.3
2023,SCH,Buchanan County Public Schools,Council High ,Female,12,11,91.7,12,100
2023,SCH,Buchanan County Public Schools,Council High ,Male,12,9,75,11,91.7
2023,SCH,Buchanan County Public Schools,Council High ,Multiple Races,<,<,<,<,<
2023,SCH,Buchanan County Public Schools,Council High ,Students with Disabilities,<,<,<,<,<
2023,SCH,Buchanan County Public Schools,Council High ,White,23,20,87,22,95.7
2023,SCH,Buchanan County Public Schools,Grundy High,All Students,88,84,95.5,84,95.5
2023,SCH,Buchanan County Public Schools,Grundy High,Economically Disadvantaged,42,39,92.9,39,92.9
2023,SCH,Buchanan County Public Schools,Grundy High,Female,43,42,97.7,42,97.7
2023,SCH,Buchanan County Public Schools,Grundy High,Foster Care,<,<,<,<,<
2023,SCH,Buchanan County Public Schools,Grundy High,Hispanic,<,<,<,<,<
2023,SCH,Buchanan County Public Schools,Grundy High,Male,45,42,93.3,42,93.3
2023,SCH,Buchanan County Public Schools,Grundy High,Students with Disabilities,12,9,75,9,75
2023,SCH,Buchanan County Public Schools,Grundy High,White,87,84,96.6,84,96.6
2023,SCH,Buchanan County Public Schools,Hurley High,All Students,51,46,90.2,48,94.1
2023,SCH,Buchanan County Public Schools,Hurley High,Economically Disadvantaged,31,27,87.1,29,93.5
2023,SCH,Buchanan County Public Schools,Hurley High,Female,26,25,96.2,25,96.2
2023,SCH,Buchanan County Public Schools,Hurley High,Foster Care,<,<,100,<,100
2023,SCH,Buchanan County Public Schools,Hurley High,Male,25,21,84,23,92
2023,SCH,Buchanan County Public Schools,Hurley High,Students with Disabilities,13,11,84.6,12,92.3
2023,SCH,Buchanan County Public Schools,Hurley High,White,51,46,90.2,48,94.1
2023,SCH,Buchanan County Public Schools,Twin Valley High,All Students,41,41,100,41,100
2023,SCH,Buchanan County Public Schools,Twin Valley High,Economically Disadvantaged,26,26,100,26,100
2023,SCH,Buchanan County Public Schools,Twin Valley High,Female,15,15,100,15,100
2023,SCH,Buchanan County Public Schools,Twin Valley High,Hispanic,<,<,100,<,100
2023,SCH,Buchanan County Public Schools,Twin Valley High,Male,26,26,100,26,100
2023,SCH,Buchanan County Public Schools,Twin Valley High,Students with Disabilities,<,<,100,<,100
2023,SCH,Buchanan County Public Schools,Twin Valley High,White,39,39,100,39,100
2023,SCH,Buckingham County Public Schools,Buckingham County High,All Students,145,136,93.8,137,94.5
2023,SCH,Buckingham County Public Schools,Buckingham County High,Black,49,45,91.8,45,91.8
2023,SCH,Buckingham County Public Schools,Buckingham County High,Economically Disadvantaged,89,83,93.3,84,94.4
2023,SCH,Buckingham County Public Schools,Buckingham County High,English Learners,<,<,<,<,<
2023,SCH,Buckingham County Public Schools,Buckingham County High,Female,83,79,95.2,80,96.4
2023,SCH,Buckingham County Public Schools,Buckingham County High,Hispanic,<,<,<,<,<
2023,SCH,Buckingham County Public Schools,Buckingham County High,Homeless,<,<,100,<,100
2023,SCH,Buckingham County Public Schools,Buckingham County High,Male,62,57,91.9,57,91.9
2023,SCH,Buckingham County Public Schools,Buckingham County High,Military Connected,<,<,100,<,100
2023,SCH,Buckingham County Public Schools,Buckingham County High,Multiple Races,10,9,90,10,100
2023,SCH,Buckingham County Public Schools,Buckingham County High,Students with Disabilities,22,19,86.4,19,86.4
2023,SCH,Buckingham County Public Schools,Buckingham County High,White,77,75,97.4,75,97.4
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,All Students,61,54,88.5,56,91.8
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,American Indian,<,<,100,<,100
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Black,<,<,100,<,100
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Economically Disadvantaged,33,27,81.8,29,87.9
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Female,29,24,82.8,24,82.8
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Hispanic,<,<,100,<,100
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Homeless,<,<,<,<,<
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Male,32,30,93.8,32,100
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Multiple Races,<,<,<,<,<
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,Students with Disabilities,11,11,100,11,100
2023,SCH,Buena Vista City Public Schools,Parry McCluer High,White,49,43,87.8,45,91.8
2023,SCH,Campbell County Public Schools,Altavista High,All Students,88,84,95.5,86,97.7
2023,SCH,Campbell County Public Schools,Altavista High,American Indian,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Altavista High,Asian,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Altavista High,Black,16,16,100,16,100
2023,SCH,Campbell County Public Schools,Altavista High,Economically Disadvantaged,44,41,93.2,42,95.5
2023,SCH,Campbell County Public Schools,Altavista High,English Learners,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Altavista High,Female,49,47,95.9,48,98
2023,SCH,Campbell County Public Schools,Altavista High,Hispanic,<,<,<,<,<
2023,SCH,Campbell County Public Schools,Altavista High,Homeless,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Altavista High,Male,39,37,94.9,38,97.4
2023,SCH,Campbell County Public Schools,Altavista High,Multiple Races,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Altavista High,Students with Disabilities,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Altavista High,White,61,58,95.1,60,98.4
2023,SCH,Campbell County Public Schools,Brookville High,All Students,241,232,96.3,237,98.3
2023,SCH,Campbell County Public Schools,Brookville High,American Indian,<,<,<,<,<
2023,SCH,Campbell County Public Schools,Brookville High,Asian,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Brookville High,Black,32,31,96.9,31,96.9
2023,SCH,Campbell County Public Schools,Brookville High,Economically Disadvantaged,89,82,92.1,87,97.8
2023,SCH,Campbell County Public Schools,Brookville High,English Learners,13,12,92.3,12,92.3
2023,SCH,Campbell County Public Schools,Brookville High,Female,120,113,94.2,117,97.5
2023,SCH,Campbell County Public Schools,Brookville High,Hispanic,18,15,83.3,16,88.9
2023,SCH,Campbell County Public Schools,Brookville High,Homeless,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Brookville High,Male,121,119,98.3,120,99.2
2023,SCH,Campbell County Public Schools,Brookville High,Multiple Races,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Brookville High,Students with Disabilities,24,24,100,24,100
2023,SCH,Campbell County Public Schools,Brookville High,White,174,170,97.7,173,99.4
2023,SCH,Campbell County Public Schools,Rustburg High,All Students,208,203,97.6,204,98.1
2023,SCH,Campbell County Public Schools,Rustburg High,Asian,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Rustburg High,Black,23,22,95.7,22,95.7
2023,SCH,Campbell County Public Schools,Rustburg High,Economically Disadvantaged,91,87,95.6,88,96.7
2023,SCH,Campbell County Public Schools,Rustburg High,English Learners,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Rustburg High,Female,109,108,99.1,108,99.1
2023,SCH,Campbell County Public Schools,Rustburg High,Foster Care,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Rustburg High,Hispanic,<,<,<,<,<
2023,SCH,Campbell County Public Schools,Rustburg High,Homeless,<,<,100,<,100
2023,SCH,Campbell County Public Schools,Rustburg High,Male,99,95,96,96,97
2023,SCH,Campbell County Public Schools,Rustburg High,Multiple Races,16,16,100,16,100
2023,SCH,Campbell County Public Schools,Rustburg High,Students with Disabilities,24,22,91.7,22,91.7
2023,SCH,Campbell County Public Schools,Rustburg High,White,158,155,98.1,156,98.7
2023,SCH,Campbell County Public Schools,William Campbell High,All Students,65,61,93.8,63,96.9
2023,SCH,Campbell County Public Schools,William Campbell High,American Indian,<,<,100,<,100
2023,SCH,Campbell County Public Schools,William Campbell High,Black,29,28,96.6,29,100
2023,SCH,Campbell County Public Schools,William Campbell High,Economically Disadvantaged,36,32,88.9,34,94.4
2023,SCH,Campbell County Public Schools,William Campbell High,English Learners,<,<,100,<,100
2023,SCH,Campbell County Public Schools,William Campbell High,Female,38,34,89.5,36,94.7
2023,SCH,Campbell County Public Schools,William Campbell High,Hispanic,<,<,100,<,100
2023,SCH,Campbell County Public Schools,William Campbell High,Male,27,27,100,27,100
2023,SCH,Campbell County Public Schools,William Campbell High,Multiple Races,<,<,100,<,100
2023,SCH,Campbell County Public Schools,William Campbell High,Students with Disabilities,<,<,100,<,100
2023,SCH,Campbell County Public Schools,William Campbell High,White,31,28,90.3,29,93.5
2023,SCH,Caroline County Public Schools,Caroline High,All Students,304,267,87.8,267,87.8
2023,SCH,Caroline County Public Schools,Caroline High,Black,83,79,95.2,79,95.2
2023,SCH,Caroline County Public Schools,Caroline High,Economically Disadvantaged,148,126,85.1,126,85.1
2023,SCH,Caroline County Public Schools,Caroline High,English Learners,<,<,100,<,100
2023,SCH,Caroline County Public Schools,Caroline High,Female,146,133,91.1,133,91.1
2023,SCH,Caroline County Public Schools,Caroline High,Foster Care,<,<,100,<,100
2023,SCH,Caroline County Public Schools,Caroline High,Hispanic,38,34,89.5,34,89.5
2023,SCH,Caroline County Public Schools,Caroline High,Homeless,<,<,100,<,100
2023,SCH,Caroline County Public Schools,Caroline High,Male,158,134,84.8,134,84.8
2023,SCH,Caroline County Public Schools,Caroline High,Military Connected,<,<,100,<,100
2023,SCH,Caroline County Public Schools,Caroline High,Multiple Races,26,20,76.9,20,76.9
2023,SCH,Caroline County Public Schools,Caroline High,Native Hawaiian,<,<,100,<,100
2023,SCH,Caroline County Public Schools,Caroline High,Students with Disabilities,42,35,83.3,35,83.3
2023,SCH,Caroline County Public Schools,Caroline High,White,156,133,85.3,133,85.3
2023,SCH,Carroll County Public Schools,Carroll County High,All Students,248,224,90.3,229,92.3
